omega3_years,total_cases,pct_partial_track,share_0-4,share_5-19,share_20-49,share_50-64,share_65+,L1_vs_OR2023
50.0,124765993.0,63.93046380835521,0.046390814202071876,0.2509109433369396,0.4200123827011099,0.17575887044797536,0.10692698931190328,1.0915425062981707
20.0,138403949.0,62.23616928733731,0.04677192411612475,0.24730547970130534,0.41947311777932,0.17675778167283362,0.10969169673041627,1.0924617989043073
10.0,182234595.0,57.45323164353069,0.047822868100318716,0.23860275267711928,0.418064034438686,0.17901810026795406,0.11649224451592191,1.0941642694132803
5.0,236380832.0,51.934845969236626,0.04964072129164855,0.22059956198140465,0.41462090293344933,0.18357367064348093,0.1315651431500165,1.0963891471538605
3.0,260178420.0,47.64784950266052,0.050631274492327225,0.21233422049376732,0.41139233991812235,0.18524271152080946,0.14039945357497366,1.0932701028778635
